cancion,popularidad,artista,artista_completo,album,top_pais,puesto,bailabilidad,energia,nota_musical,volumen,modo,hablado,acustico,instrumental,en_vivo,positividad,tempo,duracion,tiempo_compas,fecha
Esclavo de Tus Besos,88,Manuel Turizo,Manuel Turizo feat. Ozuna,Esclavo de Tus Besos,El Top 50 de España,37,0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,2019-02-15
Serpiente Veneno (feat. Ele A El Dominio),73,Kidd Keo,Kidd Keo feat. Ele A El Dominio,Serpiente Veneno (feat. Ele A El Dominio),El Top 50 de España,38,0.918,0.527,1,-6.733,1,0.276,0.108,8.62e-5,0.0549,0.553,99.973,268437,4,2019-04-26
Un Año,74,Sebastian Yatra,Sebastian Yatra feat. Reik,FANTASÍA,El Top 50 de España,39,0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,2019-04-12
Pa' Llamar Tu Atención (feat. MC Bin Laden),76,C. Tangana,C. Tangana feat. Alizzz feat. MC Bin Laden,Pa' Llamar Tu Atención (feat. MC Bin Laden),El Top 50 de España,40,0.884,0.738,5,-3.265,0,0.0837,0.188,0,0.0812,0.678,131.91,177614,4,2019-01-24
La Respuesta,80,Becky G,Becky G feat. Maluma,La Respuesta,El Top 50 de España,41,0.757,0.832,4,-3.674,0,0.229,0.127,0,0.167,0.53,180.05,182400,4,2019-04-19
Ella Quiere Beber - Remix,87,Anuel Aa,Anuel Aa feat. Romeo Santos,Ella Quiere Beber (Remix),El Top 50 de España,42,0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,2018-11-02
Ontas?,67,C. Tangana,C. Tangana,Ontas?,El Top 50 de España,43,0.711,0.804,10,-3.606,0,0.0543,0.182,0,0.0973,0.88,172.001,197442,4,2019-04-26
bad guy,100,Billie Eilish,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",El Top 50 de España,44,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,2019-03-29
Punto G,67,Karol G,Karol G,OCEAN,El Top 50 de España,45,0.791,0.746,6,-4.716,1,0.0907,0.00938,1.17e-4,0.125,0.905,165.994,183160,4,2019-05-03
El Efecto,75,Rauw Alejandro,Rauw Alejandro feat. Chencho Corleone,El Efecto,El Top 50 de España,46,0.849,0.781,0,-4.635,0,0.159,0.406,0,0.0801,0.893,84.041,217143,4,2019-03-15
Baila Baila Baila,91,Ozuna,Ozuna,Baila Baila Baila,El Top 50 de España,47,0.816,0.754,11,-2.75,0,0.111,0.0361,0,0.217,0.533,99.966,158400,4,2019-01-05
Maldición,69,Lola Indigo,Lola Indigo feat. Lalo Ebratt,Maldición,El Top 50 de España,48,0.807,0.613,6,-7.955,0,0.175,0.0191,0.00316,0.287,0.533,100.036,188693,4,2019-04-26
Ocean,73,Karol G,Karol G,OCEAN,El Top 50 de España,49,0.727,0.482,11,-6.193,1,0.115,0.933,0,0.388,0.487,74.93,155947,4,2019-05-03
Baby,84,Amenazzy,Amenazzy feat. Nicky Jam feat. Farruko,Baby,El Top 50 de España,50,0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,2018-12-21
Calma - Remix,93,Pedro Capó,Pedro Capó feat. Farruko,Calma (Remix),El Top 50 de El Salvador,1,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,2018-10-05
Desconocidos,89,Mau y Ricky,Mau y Ricky feat. Manuel Turizo feat. Camilo,Desconocidos,El Top 50 de El Salvador,2,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-6,0.249,0.709,174.006,204453,4,2018-10-12
MIA (feat. Drake),89,Bad Bunny,Bad Bunny feat. Drake,MIA (feat. Drake),El Top 50 de El Salvador,3,0.817,0.539,6,-6.349,0,0.0621,0.0141,4.96e-4,0.099,0.158,97.062,210368,4,2018-10-11
Adan y Eva,89,Paulo Londra,Paulo Londra,Adan y Eva,El Top 50 de El Salvador,4,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,2018-11-05
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",90,DJ Snake,DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",El Top 50 de El Salvador,5,0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-6,0.0618,0.591,95.948,212500,4,2018-09-28
Ella Quiere Beber - Remix,67,Anuel Aa,Anuel Aa feat. Romeo Santos,Ella Quiere Beber (Remix),El Top 50 de El Salvador,6,0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,2018-11-02
Vaina Loca,84,Ozuna,Ozuna feat. Manuel Turizo,Aura,El Top 50 de El Salvador,7,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,2018-08-24
Bubalu,84,Becky G,Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa,Bubalu,El Top 50 de El Salvador,8,0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,2018-11-06
Cuando Te Besé,83,Becky G,Becky G feat. Paulo Londra,Cuando Te Besé,El Top 50 de El Salvador,9,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-6,0.106,0.295,100.048,254383,4,2018-08-02
Solo de Mi,76,Bad Bunny,Bad Bunny,X 100PRE,El Top 50 de El Salvador,10,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-5,0.0778,0.15,179.972,197968,4,2018-12-23
Culpables,82,Karol G,Karol G feat. Anuel Aa,Culpables,El Top 50 de El Salvador,11,0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-6,0.143,0.416,130.059,226627,4,2018-09-14
Ya No Tiene Novio,81,Sebastian Yatra,Sebastian Yatra feat. Mau y Ricky,Ya No Tiene Novio,El Top 50 de El Salvador,12,0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,2018-08-10
Adictiva,86,Daddy Yankee,Daddy Yankee feat. Anuel Aa,Adictiva,El Top 50 de El Salvador,13,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-5,0.172,0.701,99.038,207853,4,2018-11-09
La Player (Bandolera),80,Zion & Lennox,Zion & Lennox,La Player (Bandolera),El Top 50 de El Salvador,14,0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,2018-02-16
Ni Gucci Ni Prada,82,Kenny Man,Kenny Man,Ni Gucci Ni Prada,El Top 50 de El Salvador,15,0.799,0.676,2,-5.644,1,0.169,0.41,7.77e-4,0.325,0.91,104.956,175200,4,2018-09-14
Amanece,88,Anuel Aa,Anuel Aa feat. Haze,Amanece,El Top 50 de El Salvador,16,0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,2018-12-14
Imposible,81,Luis Fonsi,Luis Fonsi feat. Ozuna,Imposible,El Top 50 de El Salvador,17,0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,2018-10-19
"thank u, next",72,Ariana Grande,Ariana Grande,"thank u, next",El Top 50 de El Salvador,18,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,2018-11-03
BEBE (feat. Anuel Aa),82,6ix9ine,6ix9ine feat. Anuel Aa,DUMMY BOY,El Top 50 de El Salvador,19,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,2018-11-27
No Es Justo,78,J Balvin,J Balvin feat. Zion & Lennox,Vibras,El Top 50 de El Salvador,20,0.684,0.811,7,-4.494,1,0.0714,0.161,3.63e-4,0.0871,0.721,87.866,250840,4,2018-05-25
Créeme,84,Karol G,Karol G feat. Maluma,Créeme,El Top 50 de El Salvador,21,0.715,0.872,6,-3.501,1,0.0547,0.154,1.46e-4,0.11,0.682,96.939,212493,4,2018-11-02
Amigos Con Derechos,82,Reik,Reik feat. Maluma,Amigos Con Derechos,El Top 50 de El Salvador,22,0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,2018-08-31
Quiere Beber,58,Anuel Aa,Anuel Aa,Real Hasta la Muerte,El Top 50 de El Salvador,23,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,2018-07-17
Sola,79,Manuel Turizo,Manuel Turizo,Sola,El Top 50 de El Salvador,24,0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,2018-11-09
Mala Mía,79,Maluma,Maluma,Mala Mía,El Top 50 de El Salvador,25,0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,2018-08-10
Reggaeton,85,J Balvin,J Balvin,Reggaeton,El Top 50 de El Salvador,26,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-5,0.101,0.552,176.059,158800,4,2018-11-17
Baby Girl (feat. Lalo Ebratt),79,Mario Bautista,Mario Bautista feat. Lalo Ebratt,Baby Girl (feat. Lalo Ebratt),El Top 50 de El Salvador,27,0.804,0.705,1,-5.272,1,0.199,0.0275,1.38e-4,0.202,0.45,103.009,218470,4,2018-08-17
Sunflower - Spider-Man: Into the Spider-Verse,96,Post Malone,Post Malone feat. Swae Lee,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),El Top 50 de El Salvador,28,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,2018-12-14
Puntos Suspensivos,81,Piso 21,Piso 21,Ubuntu,El Top 50 de El Salvador,29,0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,2018-05-11
PPP,80,Kevin Roldan,Kevin Roldan,PPP,El Top 50 de El Salvador,30,0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-5,0.122,0.712,92.975,129040,4,2018-09-07
Te Boté - Remix,84,Nio Garcia,Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam,Te Boté (Remix),El Top 50 de El Salvador,31,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-5,0.0595,0.442,96.507,417920,4,2018-04-13
Asesina - Remix,81,Brytiago,Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa,Asesina (Remix),El Top 50 de El Salvador,32,0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,2018-10-31
Hipócrita,58,Anuel Aa,Anuel Aa feat. Zion,Real Hasta la Muerte,El Top 50 de El Salvador,33,0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,2018-07-17
Nena Maldición (feat. Lenny Tavárez),77,Paulo Londra,Paulo Londra feat. Lenny Tavárez,Nena Maldición (feat. Lenny Tavárez),El Top 50 de El Salvador,34,0.762,0.631,6,-4.837,1,0.0544,0.178,0,0.146,0.379,118.969,228875,4,2018-01-30
NI BIEN NI MAL,84,Bad Bunny,Bad Bunny,X 100PRE,El Top 50 de El Salvador,35,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-5,0.273,0.337,128.028,236216,4,2018-12-23
Déjala que vuelva (feat. Manuel Turizo),71,Piso 21,Piso 21 feat. Manuel Turizo,Ubuntu,El Top 50 de El Salvador,36,0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,2018-05-11
Estamos Bien,77,Bad Bunny,Bad Bunny,X 100PRE,El Top 50 de El Salvador,37,0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-6,0.107,0.439,119.883,208080,4,2018-12-23
Por Perro,71,Sebastian Yatra,Sebastian Yatra feat. Luis Figueroa feat. Lary Over,MANTRA,El Top 50 de El Salvador,38,0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4,2018-05-18
I Like It,87,Cardi B,Cardi B feat. Bad Bunny feat. J Balvin,Invasion of Privacy,El Top 50 de El Salvador,39,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,2018-04-06
Happier,93,Marshmello,Marshmello feat. Bastille,Happier,El Top 50 de El Salvador,40,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,2018-08-17
Déjalo,78,Nacho,Nacho feat. Manuel Turizo,Déjalo,El Top 50 de El Salvador,41,0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,202893,4,2018-11-30
Ibiza,80,Ozuna,Ozuna feat. Romeo Santos,Aura,El Top 50 de El Salvador,42,0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,2018-08-24
Sin Pijama,82,Becky G,Becky G feat. Natti Natasha,Sin Pijama,El Top 50 de El Salvador,43,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-5,0.104,0.82,94.014,188560,4,2018-04-20
Caro,81,Bad Bunny,Bad Bunny,X 100PRE,El Top 50 de El Salvador,44,0.651,0.575,0,-7.739,1,0.299,0.627,2.02e-4,0.0961,0.248,160.007,229456,4,2018-12-23
Te Vi,89,Piso 21,Piso 21 feat. Micro Tdh,Te Vi,El Top 50 de El Salvador,45,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-5,0.0863,0.706,102.02,231848,4,2018-12-14
Girls Like You (feat. Cardi B),80,Maroon 5,Maroon 5 feat. Cardi B,Red Pill Blues (Deluxe),El Top 50 de El Salvador,46,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,2018-06-15
Epa Wei,76,Danny Ocean,Danny Ocean,Epa Wei,El Top 50 de El Salvador,47,0.688,0.82,6,-4.715,0,0.155,0.233,0,0.091,0.804,107.833,208254,4,2018-08-10
Me Rehúso,80,Danny Ocean,Danny Ocean,Me Rehúso,El Top 50 de El Salvador,48,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4,2017-06-16
Otra Noche en Miami,77,Bad Bunny,Bad Bunny,X 100PRE,El Top 50 de El Salvador,49,0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-5,0.0958,0.297,88.661,233128,4,2018-12-23
Bohemian Rhapsody - Remastered 2011,79,Queen,Queen,A Night At The Opera (Deluxe Remastered Version),El Top 50 de El Salvador,50,0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,1975-11-21
Adan y Eva,89,Paulo Londra,Paulo Londra,Adan y Eva,El Top 50 de Ecuador,1,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,2018-11-05
Ganas,44,D3llano,D3llano feat. Kira Brown feat. J. Parker,Ganas,El Top 50 de Ecuador,2,0.476,0.445,7,-10.239,0,0.387,0.448,7.13e-5,0.141,0.377,81.396,175243,4,2019-02-15
Calma - Remix,93,Pedro Capó,Pedro Capó feat. Farruko,Calma (Remix),El Top 50 de Ecuador,3,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,2018-10-05
Desconocidos,89,Mau y Ricky,Mau y Ricky feat. Manuel Turizo feat. Camilo,Desconocidos,El Top 50 de Ecuador,4,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-6,0.249,0.709,174.006,204453,4,2018-10-12
MIA (feat. Drake),89,Bad Bunny,Bad Bunny feat. Drake,MIA (feat. Drake),El Top 50 de Ecuador,5,0.817,0.539,6,-6.349,0,0.0621,0.0141,4.96e-4,0.099,0.158,97.062,210368,4,2018-10-11
Ella Quiere Beber - Remix,67,Anuel Aa,Anuel Aa feat. Romeo Santos,Ella Quiere Beber (Remix),El Top 50 de Ecuador,6,0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,2018-11-02
Cuando Te Besé,83,Becky G,Becky G feat. Paulo Londra,Cuando Te Besé,El Top 50 de Ecuador,7,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-6,0.106,0.295,100.048,254383,4,2018-08-02
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",90,DJ Snake,DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",El Top 50 de Ecuador,8,0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-6,0.0618,0.591,95.948,212500,4,2018-09-28
Adictiva,86,Daddy Yankee,Daddy Yankee feat. Anuel Aa,Adictiva,El Top 50 de Ecuador,9,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-5,0.172,0.701,99.038,207853,4,2018-11-09
Imposible,81,Luis Fonsi,Luis Fonsi feat. Ozuna,Imposible,El Top 50 de Ecuador,10,0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,2018-10-19
Créeme,84,Karol G,Karol G feat. Maluma,Créeme,El Top 50 de Ecuador,11,0.715,0.872,6,-3.501,1,0.0547,0.154,1.46e-4,0.11,0.682,96.939,212493,4,2018-11-02
Ya No Tiene Novio,81,Sebastian Yatra,Sebastian Yatra feat. Mau y Ricky,Ya No Tiene Novio,El Top 50 de Ecuador,12,0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,2018-08-10
Puntos Suspensivos,81,Piso 21,Piso 21,Ubuntu,El Top 50 de Ecuador,13,0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,2018-05-11
Vaina Loca,84,Ozuna,Ozuna feat. Manuel Turizo,Aura,El Top 50 de Ecuador,14,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,2018-08-24
Ni Gucci Ni Prada,82,Kenny Man,Kenny Man,Ni Gucci Ni Prada,El Top 50 de Ecuador,15,0.799,0.676,2,-5.644,1,0.169,0.41,7.77e-4,0.325,0.91,104.956,175200,4,2018-09-14
PPP,80,Kevin Roldan,Kevin Roldan,PPP,El Top 50 de Ecuador,16,0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-5,0.122,0.712,92.975,129040,4,2018-09-07
Reggaeton,85,J Balvin,J Balvin,Reggaeton,El Top 50 de Ecuador,17,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-5,0.101,0.552,176.059,158800,4,2018-11-17
Bubalu,84,Becky G,Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa,Bubalu,El Top 50 de Ecuador,18,0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,2018-11-06
Solo de Mi,76,Bad Bunny,Bad Bunny,X 100PRE,El Top 50 de Ecuador,19,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-5,0.0778,0.15,179.972,197968,4,2018-12-23
Amanece,88,Anuel Aa,Anuel Aa feat. Haze,Amanece,El Top 50 de Ecuador,20,0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,2018-12-14
Amigos Con Derechos,82,Reik,Reik feat. Maluma,Amigos Con Derechos,El Top 50 de Ecuador,21,0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,2018-08-31
BEBE (feat. Anuel Aa),82,6ix9ine,6ix9ine feat. Anuel Aa,DUMMY BOY,El Top 50 de Ecuador,22,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,2018-11-27
Mala Mía,79,Maluma,Maluma,Mala Mía,El Top 50 de Ecuador,23,0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,2018-08-10
Sola,79,Manuel Turizo,Manuel Turizo,Sola,El Top 50 de Ecuador,24,0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,2018-11-09
Culpables,82,Karol G,Karol G feat. Anuel Aa,Culpables,El Top 50 de Ecuador,25,0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-6,0.143,0.416,130.059,226627,4,2018-09-14
Mocca,70,Lalo Ebratt,Lalo Ebratt feat. Trapical,Mocca,El Top 50 de Ecuador,26,0.786,0.695,1,-5.343,0,0.353,0.185,0,0.123,0.591,97.957,200293,4,2018-04-27
Déjalo,78,Nacho,Nacho feat. Manuel Turizo,Déjalo,El Top 50 de Ecuador,27,0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,202893,4,2018-11-30
Asesina - Remix,81,Brytiago,Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa,Asesina (Remix),El Top 50 de Ecuador,28,0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,2018-10-31
No Es Justo,78,J Balvin,J Balvin feat. Zion & Lennox,Vibras,El Top 50 de Ecuador,29,0.684,0.811,7,-4.494,1,0.0714,0.161,3.63e-4,0.0871,0.721,87.866,250840,4,2018-05-25
Quiere Beber,58,Anuel Aa,Anuel Aa,Real Hasta la Muerte,El Top 50 de Ecuador,30,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,2018-07-17
Baby Girl (feat. Lalo Ebratt),79,Mario Bautista,Mario Bautista feat. Lalo Ebratt,Baby Girl (feat. Lalo Ebratt),El Top 50 de Ecuador,31,0.804,0.705,1,-5.272,1,0.199,0.0275,1.38e-4,0.202,0.45,103.009,218470,4,2018-08-17
Por Perro,71,Sebastian Yatra,Sebastian Yatra feat. Luis Figueroa feat. Lary Over,MANTRA,El Top 50 de Ecuador,32,0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4,2018-05-18
La Player (Bandolera),80,Zion & Lennox,Zion & Lennox,La Player (Bandolera),El Top 50 de Ecuador,33,0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,2018-02-16
Te Boté - Remix,84,Nio Garcia,Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam,Te Boté (Remix),El Top 50 de Ecuador,34,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-5,0.0595,0.442,96.507,417920,4,2018-04-13
Ibiza,80,Ozuna,Ozuna feat. Romeo Santos,Aura,El Top 50 de Ecuador,35,0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,2018-08-24
Me Voy,73,Rombai,Rombai,Me Voy,El Top 50 de Ecuador,36,0.531,0.752,9,-3.33,0,0.2,0.214,0,0.145,0.884,192.443,177787,4,2018-09-28
Justicia,70,Silvestre Dangond,Silvestre Dangond feat. Natti Natasha,Justicia,El Top 50 de Ecuador,37,0.809,0.899,9,-1.098,0,0.103,0.0431,0,0.171,0.733,95.016,209227,4,2018-06-29
Llegaste Tú,75,CNCO,CNCO feat. Prince Royce,Llegaste Tú,El Top 50 de Ecuador,38,0.702,0.914,7,-2.934,0,0.0376,0.153,0,0.0625,0.563,96.991,190916,4,2018-10-26
Tanta Falta,74,Bryant Myers,Bryant Myers,Tanta Falta,El Top 50 de Ecuador,39,0.856,0.728,7,-3.497,1,0.0916,0.135,1e-6,0.2,0.797,89.999,181093,4,2018-10-10
Cuando Nadie Ve,68,Morat,Morat,Balas Perdidas,El Top 50 de Ecuador,40,0.806,0.778,1,-4.577,0,0.0616,0.133,0,0.218,0.84,95.993,219587,4,2018-10-25
Sin Pijama,82,Becky G,Becky G feat. Natti Natasha,Sin Pijama,El Top 50 de Ecuador,41,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-5,0.104,0.82,94.014,188560,4,2018-04-20
Hipócrita,58,Anuel Aa,Anuel Aa feat. Zion,Real Hasta la Muerte,El Top 50 de Ecuador,42,0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,2018-07-17
Está Rico,77,Marc Anthony,Marc Anthony feat. Will Smith feat. Bad Bunny,Está Rico,El Top 50 de Ecuador,43,0.817,0.74,11,-4.566,0,0.283,0.266,0,0.0992,0.674,130.04,215151,4,2018-09-28
Serenata,71,Mike Bahía,Mike Bahía,Serenata,El Top 50 de Ecuador,44,0.757,0.824,7,-2.657,1,0.134,0.0859,0,0.165,0.495,174.065,206968,4,2018-10-12
"thank u, next",72,Ariana Grande,Ariana Grande,"thank u, next",El Top 50 de Ecuador,45,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,2018-11-03
NI BIEN NI MAL,84,Bad Bunny,Bad Bunny,X 100PRE,El Top 50 de Ecuador,46,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-5,0.273,0.337,128.028,236216,4,2018-12-23
Déjala que vuelva (feat. Manuel Turizo),71,Piso 21,Piso 21 feat. Manuel Turizo,Ubuntu,El Top 50 de Ecuador,47,0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,2018-05-11
Bohemian Rhapsody - Remastered 2011,79,Queen,Queen,A Night At The Opera (Deluxe Remastered Version),El Top 50 de Ecuador,48,0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,1975-11-21
Mocca - Remix,74,Lalo Ebratt,Lalo Ebratt feat. J Balvin feat. Trapical,Mocca (Remix),El Top 50 de Ecuador,49,0.732,0.758,11,-1.694,1,0.189,0.213,0,0.388,0.78,98.007,202876,4,2018-10-05
Culpables,76,Manuel Turizo,Manuel Turizo,Culpables,El Top 50 de Ecuador,50,0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-6,0.198,0.764,177.601,233930,4,2018-07-27
Calma - Remix,93,Pedro Capó,Pedro Capó feat. Farruko,Calma (Remix),El Top 50 de Costa Rica,1,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,2018-10-05
Adan y Eva,89,Paulo Londra,Paulo Londra,Adan y Eva,El Top 50 de Costa Rica,2,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,2018-11-05
Desconocidos,89,Mau y Ricky,Mau y Ricky feat. Manuel Turizo feat. Camilo,Desconocidos,El Top 50 de Costa Rica,3,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-6,0.249,0.709,174.006,204453,4,2018-10-12
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",90,DJ Snake,DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",El Top 50 de Costa Rica,4,0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-6,0.0618,0.591,95.948,212500,4,2018-09-28
MIA (feat. Drake),89,Bad Bunny,Bad Bunny feat. Drake,MIA (feat. Drake),El Top 50 de Costa Rica,5,0.817,0.539,6,-6.349,0,0.0621,0.0141,4.96e-4,0.099,0.158,97.062,210368,4,2018-10-11
Ella Quiere Beber - Remix,67,Anuel Aa,Anuel Aa feat. Romeo Santos,Ella Quiere Beber (Remix),El Top 50 de Costa Rica,6,0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,2018-11-02
Vaina Loca,84,Ozuna,Ozuna feat. Manuel Turizo,Aura,El Top 50 de Costa Rica,7,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,2018-08-24
Bubalu,84,Becky G,Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa,Bubalu,El Top 50 de Costa Rica,8,0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,2018-11-06
Cuando Te Besé,83,Becky G,Becky G feat. Paulo Londra,Cuando Te Besé,El Top 50 de Costa Rica,9,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-6,0.106,0.295,100.048,254383,4,2018-08-02
